Consecutivo,id,neighbourhood_b,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,cleaning_fee,minimum_nights,availability_30,number_of_reviews,cancellation_policy,host_since,24-hour check-in,Air conditioning/central air conditioning,Amazon Echo/Apple TV/DVD player/game console/Netflix/projector and screen/smart TV (i.e. non-basic electronics),BBQ grill/fire pit/propane barbeque,Balcony/patio or balcony,Beach view/beachfront/lake access/mountain view/ski-in ski-out/waterfront (i.e. great location/views),Breakfast,Cable TV/TV,Coffee maker/espresso machine,Cooking basics,Dishwasher/Dryer/Washer/Washer and dryer,Elevator,Exercise equipment/gym/private gym/shared gym,"Family/kid friendly, or anything containing 'children'",Free parking on premises/free street parking/outdoor parking/paid parking off premises/paid parking on premises,Garden or backyard/outdoor seating/sun loungers/terrace,Host greets you,Hot tub/jetted tub/private hot tub/sauna/shared hot tub/pool/private pool/shared pool,Internet/pocket wifi/wifi,Long_term_stays_allowed,Pets allowed/cat(s)/dog(s)/pets live on this property/other pet(s),Private_entrance,Self_check-in,Smoking_allowed,"Step-free access/wheelchair accessible, or anything containing 'accessible'",Suitable_for_events,Unnamed: 27,total_paid_amount,host_days_active
9303,23899844,Campestre,House,Private room,2,1,1,1,1912,382,1,20,18,strict,8/15/2012,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,,2294,2504
9305,23901610,Xoco,Hotel,Private room,2,1,1,1,440,110,2,24,27,moderate,1/5/2015,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,550,1631
9306,23901664,Polanco,Apartment,Entire home/apt,6,2,3,3,2046,574,1,15,31,strict,10/14/2015,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,,2620,1349
9307,23901679,Del Valle,Apartment,Entire home/apt,2,1,1,1,688,229,2,17,43,moderate,9/19/2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,,917,1008
9308,23901743,Polanco,Apartment,Entire home/apt,6,2,2,4,2500,574,1,0,4,strict,4/19/2017,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,,7265,796
9309,23902015,Polanco,Apartment,Entire home/apt,3,1,1,1,1319,300,3,18,32,flexible,12/8/2015,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,,1619,1294
9310,23902528,Letran del Valle,Apartment,Private room,2,1,1,1,325,150,1,0,8,flexible,11/26/2014,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,,475,1671
9311,23902556,Hipodromo,Apartment,Entire home/apt,4,1.5,2,3,707,0,2,7,73,moderate,10/26/2015,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,,707,1337
9314,23906388,Coyoacan,House,Entire home/apt,6,1.5,2,4,1204,300,2,7,73,moderate,8/5/2014,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,,1504,1784
9315,23906399,San Diego Churubusco,Apartment,Private room,1,1,1,1,306,130,1,5,12,flexible,3/20/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,436,461
9319,23920017,Acacias,House,Private room,1,2.5,1,1,306,0,1,29,0,flexible,6/1/2017,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,,306,753
9322,23920872,Polanco,Apartment,Entire home/apt,8,4.5,4,4,2500,382,7,0,12,strict,1/21/2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,,153318,1250
9323,23920915,Tabacalera,Apartment,Entire home/apt,2,1,1,1,688,0,7,23,2,moderate,5/16/2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,,688,1134
9324,23921537,Doctores,House,Entire home/apt,2,1,1,1,841,478,1,16,53,moderate,3/10/2016,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,,1319,1201
9325,23922476,Roma Norte,Apartment,Entire home/apt,4,2,2,2,2500,401,1,0,4,strict,4/29/2012,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,,4014,2612
9326,23922656,Roma Norte,Apartment,Entire home/apt,7,2,3,3,2500,956,1,22,5,strict,4/19/2017,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,,3460,796
9327,23922815,Pedro Maria Anaya,Apartment,Private room,2,2,2,1,669,191,1,23,0,flexible,3/10/2016,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,,860,1201
9329,23924450,Zona Rosa,Apartment,Private room,2,1,1,1,898,0,3,0,0,flexible,2/26/2017,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,,898,848
9330,23924464,Centro Historico,Apartment,Entire home/apt,2,1,1,1,765,382,2,16,32,flexible,12/19/2016,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,,1147,917
9331,23924789,Juarez,Hotel,Private room,2,1,1,1,1988,0,1,30,8,strict,10/24/2017,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,,1988,608
9333,23925324,Condesa,House,Private room,2,1,1,1,497,150,1,0,10,flexible,3/2/2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,647,1575
9334,23925471,Hipodromo,Hotel,Private room,2,1,1,1,459,0,2,21,11,flexible,9/20/2016,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,,459,1007
9335,23925723,Roma Norte,Hotel,Private room,2,1,1,1,249,0,1,28,22,flexible,3/15/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,249,831
9337,23926705,Anzures,Apartment,Private room,2,1,1,1,382,0,3,6,27,flexible,3/21/2018,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,,382,460
9339,23927537,Hipodromo,Apartment,Entire home/apt,2,1,1,1,669,250,2,21,51,moderate,3/2/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,,919,479
9340,23928356,Coyoacan,House,Private room,2,1,1,1,497,100,1,29,45,moderate,7/17/2016,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,,597,1072
9341,23929231,Napoles,Apartment,Private room,1,1,1,1,401,0,1,1,13,strict,5/16/2016,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,,401,1134
9342,23929374,Roma Norte,Apartment,Entire home/apt,2,1,1,1,841,150,1,0,2,flexible,11/8/2016,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,,991,958
9343,23935259,Coyoacan,Apartment,Private room,5,1,2,3,2500,0,1,17,1,moderate,3/10/2018,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,,2944,471
9344,23938654,Ciudad de Los Deportes,Apartment,Private room,2,1,1,1,249,200,45,5,1,flexible,4/25/2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,,449,1521
9345,23939560,Juarez,Apartment,Entire home/apt,4,1,2,2,879,363,2,0,2,flexible,9/11/2014,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,,1242,1747
9346,23939824,Roma Sur,Apartment,Entire home/apt,4,1,2,2,956,250,2,20,22,flexible,6/24/2014,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,,1206,1826
9347,23939891,San Miguel Chapultepec,Apartment,Private room,1,1,1,1,249,0,1,4,7,flexible,8/16/2017,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,249,677
9348,23940050,Roma Norte,Apartment,Entire home/apt,4,2,2,2,2500,401,1,30,5,strict,4/29/2012,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,,4014,2612
9349,23940465,Del Valle,House,Private room,2,1,1,1,344,102,1,30,2,flexible,6/10/2015,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,,446,1475
9350,23941557,Del Valle,House,Private room,2,1,1,1,325,100,1,30,1,flexible,6/10/2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,,425,1475
9351,23942002,Roma Sur,Apartment,Entire home/apt,4,2,2,2,707,300,2,0,14,moderate,3/16/2016,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,,1007,1195
9352,23943080,Polanco,Apartment,Entire home/apt,6,1,2,4,2500,574,3,9,2,moderate,12/1/2012,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,,3308,2396
9353,23943898,San Pedro De Los Pinos,House,Private room,2,1,1,1,401,0,1,27,1,flexible,2/20/2018,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,,401,489
9354,23944388,Roma Sur,Apartment,Entire home/apt,7,2,3,4,1204,400,2,0,13,flexible,4/24/2017,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,,1604,791
9355,23945334,Condesa,Apartment,Entire home/apt,5,2,2,3,2390,287,2,9,60,moderate,8/9/2016,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,,2677,1049
9357,23945689,Hipodromo,Apartment,Entire home/apt,5,2,2,5,2500,0,1,12,65,strict,10/29/2017,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,,2504,603
9359,23946548,Polanco,Apartment,Private room,3,1,1,1,593,0,1,12,134,moderate,2/17/2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,,593,1223
9360,23946865,Condesa,Apartment,Entire home/apt,5,2,2,3,2500,382,2,9,70,moderate,8/9/2016,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,,3058,1049
9361,23947291,Coyoacan,Apartment,Entire home/apt,2,1,1,2,841,0,1,0,40,moderate,3/22/2018,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,,841,459
9362,23947745,Del Valle,Apartment,Private room,4,1,2,2,497,180,4,30,1,flexible,12/6/2016,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,,677,930
9368,23958831,Roma Norte,Apartment,Entire home/apt,4,2,2,2,612,150,2,0,18,strict,7/5/2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,762,2911
9370,23959253,Del Valle,House,Private room,2,1,1,1,382,0,1,22,36,moderate,3/23/2018,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,,382,458
9371,23960833,Juarez,Apartment,Entire home/apt,4,2,2,2,918,478,1,17,24,flexible,3/7/2015,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,1396,1570
9372,23961454,Condesa,Apartment,Entire home/apt,2,1,1,1,593,0,2,19,71,flexible,12/14/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,,593,557
9373,23961623,Roma Sur,Apartment,Private room,2,1,1,1,306,0,4,0,22,flexible,8/25/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,,306,1764
9374,23965650,Polanco,Apartment,Entire home/apt,4,1,2,2,898,400,2,16,42,moderate,11/9/2017,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,,1298,592
9375,23965677,Roma Norte,Apartment,Entire home/apt,4,1,2,2,1491,400,1,17,63,moderate,3/23/2018,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,,1891,458
9377,23966299,Roma Norte,Apartment,Entire home/apt,5,2,2,3,1166,554,2,10,35,strict,3/23/2018,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,,1720,458
9378,23966363,Del Valle,Apartment,Private room,2,1,1,1,497,0,2,29,1,flexible,3/2/2018,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,,497,479
9379,23969468,Escandon,Apartment,Entire home/apt,4,1,2,2,784,191,2,24,0,flexible,3/1/2013,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,,975,2306
9380,23976123,Acacias,Apartment,Entire home/apt,8,2,3,5,1644,300,2,0,32,moderate,3/24/2018,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,,1944,457
9381,23976597,Narvarte,Apartment,Entire home/apt,4,1,2,3,497,0,2,0,14,moderate,5/3/2012,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,,497,2608
9382,23977310,Polanco,Apartment,Entire home/apt,2,1,1,1,1587,0,2,10,7,strict,9/11/2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,,1587,2843
9383,23977806,Coyoacan,House,Entire home/apt,4,1,2,2,631,0,1,14,70,flexible,11/22/2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,,631,1310
9384,23978551,Roma Norte,Apartment,Private room,1,1.5,1,1,497,0,1,11,19,flexible,7/17/2017,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,,497,707
9385,23980681,Hipodromo,Apartment,Entire home/apt,3,1.5,1,2,1396,300,2,0,35,strict,3/20/2018,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,,1696,461
9386,23989608,Roma Norte,Apartment,Entire home/apt,3,1,1,1,1510,937,3,0,3,flexible,12/13/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,,2447,558
9387,23990169,Alamos,Apartment,Private room,2,1,1,1,707,0,1,29,21,flexible,3/29/2017,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,,707,817
9388,23990782,Independencia,Apartment,Private room,1,1,1,1,249,0,1,30,4,flexible,3/25/2018,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,249,456
9389,23992063,Vertiz Narvarte,Apartment,Entire home/apt,4,2,2,2,1338,860,2,16,31,moderate,3/18/2018,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,,2198,463
9390,23992537,Letran del Valle,House,Private room,1,1,1,1,191,0,3,20,4,moderate,3/25/2018,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,191,456
9391,23992772,Asturias,Apartment,Private room,3,1,2,2,191,0,180,30,0,flexible,11/20/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,,191,946
9392,23993965,Juarez,Hotel,Private room,2,1,1,1,1988,0,1,30,5,strict,10/24/2017,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,,1988,608
9393,23994876,San Miguel Chapultepec,House,Private room,2,1,1,1,268,0,2,17,10,flexible,3/25/2018,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,,268,456
9394,23996106,Buenavista,Apartment,Entire home/apt,2,1,1,1,516,0,1,11,137,moderate,10/16/2017,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,,516,616
9395,23996570,Coyoacan,House,Private room,3,1.5,1,1,574,382,2,0,1,strict,7/6/2015,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,,956,1449
9398,23997323,Condesa,Apartment,Entire home/apt,2,1,1,1,1472,401,2,19,58,flexible,1/11/2015,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,,1873,1625
9399,23998892,Coyoacan,House,Private room,2,1,1,1,363,129,4,4,25,moderate,5/11/2016,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,,492,1139
9400,23999513,Juarez,House,Private room,3,1.5,1,3,1491,0,1,0,4,moderate,3/25/2018,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,,1491,456
9401,23999909,Polanco,Apartment,Private room,1,1,1,1,497,0,2,18,48,flexible,3/25/2018,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,,497,456
9402,24000502,Americas Unidas,House,Private room,1,3,1,1,306,0,1,30,1,flexible,3/26/2018,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,306,455
9404,24010211,Roma Norte,Apartment,Private room,2,1,1,1,306,115,1,0,15,moderate,5/25/2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,421,1491
9405,24011171,Cuauhtemoc,Apartment,Entire home/apt,4,2,2,2,2500,382,2,22,21,strict,5/2/2016,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,,3938,1148
9406,24012991,Doctores,Apartment,Entire home/apt,2,1,2,2,478,0,2,16,29,moderate,10/28/2016,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,,478,969
9409,24017434,Ninos Heroes,Apartment,Entire home/apt,5,1,2,4,994,0,1,29,10,flexible,12/20/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,994,551
9410,24018426,Cuauhtemoc,House,Private room,2,2,1,1,287,0,2,0,6,flexible,12/26/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,,287,1641
9411,24018651,Santa Maria la Rbera,Apartment,Private room,2,1,1,1,210,250,2,0,20,strict,3/26/2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,,460,455
9412,24019627,Napoles,Apartment,Private room,1,1,1,1,306,280,1,28,5,flexible,11/28/2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,,586,1304
9413,24020864,Pedro Maria Anaya,Apartment,Private room,2,1,1,1,344,100,1,30,16,strict,3/26/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,,444,455
9414,24020942,Roma Norte,Apartment,Private room,2,1,1,1,478,283,3,25,2,moderate,3/3/2018,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,,761,478
9415,24021048,Napoles,Apartment,Entire home/apt,6,2,2,4,1357,300,2,1,37,flexible,10/16/2016,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,,1657,981
9416,24021172,San Diego Churubusco,House,Private room,1,1,1,1,803,0,1,28,1,flexible,8/27/2017,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,,803,666
9420,24023459,Napoles,Apartment,Entire home/apt,4,2.5,2,3,1491,700,3,15,24,moderate,6/8/2017,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,,2191,746
9421,24024699,Centro Historico,Apartment,Entire home/apt,4,1,2,2,898,350,2,8,45,flexible,12/19/2015,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,,1248,1283
9422,24024723,Escandon,House,Private room,1,1,1,1,401,300,3,30,0,strict,3/27/2018,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,701,454
9428,24041029,Guerrero,Apartment,Entire home/apt,2,1,1,1,784,325,2,11,42,strict,3/7/2015,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,,1109,1570
9429,24041778,Roma Norte,Apartment,Private room,4,1,1,1,994,300,1,30,9,flexible,10/8/2015,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,,1294,1355
9430,24042636,Postal,House,Private room,2,1,1,2,344,99,1,30,46,flexible,7/10/2015,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,,443,1445
9431,24043599,Polanco,Apartment,Entire home/apt,4,1,2,2,1625,669,2,25,36,moderate,12/28/2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,,2294,1639
9432,24043723,Escandon,Apartment,Private room,2,1,1,1,554,0,2,23,5,flexible,11/15/2016,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,554,951
9433,24043849,Nonalco,Apartment,Entire home/apt,4,2,2,3,554,320,2,0,6,flexible,12/28/2016,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,,874,908
9434,24044177,Escandon,Apartment,Private room,2,1,1,1,535,535,3,0,0,flexible,9/7/2017,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,1070,655
9435,24045245,San Diego Churubusco,Apartment,Private room,2,1,1,1,879,0,3,29,0,flexible,3/15/2016,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,879,1196
9436,24046780,Roma Norte,House,Private room,1,1,1,1,344,0,2,29,18,flexible,3/28/2018,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,,344,453
9437,24055422,Anzures,Apartment,Entire home/apt,4,1,2,2,937,306,3,0,3,flexible,4/5/2016,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,,1243,1175
9438,24057149,San Diego Churubusco,House,Private room,1,1,1,1,268,99,1,30,10,flexible,7/7/2011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,367,2909
9439,24059759,Buenavista,Apartment,Entire home/apt,2,1,1,1,554,0,2,14,74,moderate,3/28/2018,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,,554,453
9440,24060466,Roma Norte,Apartment,Entire home/apt,6,1,2,2,994,250,2,19,19,moderate,3/28/2018,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,,1244,453
9441,24060566,Tabacalera,Hotel,Private room,2,1,1,1,401,0,30,30,1,flexible,11/2/2011,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,,401,2791
9442,24061080,Centro Historico,Apartment,Private room,2,1,1,2,363,0,2,0,3,flexible,10/10/2015,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,,363,1353
9444,24061998,Polanco,Apartment,Private room,2,1,1,1,593,0,1,12,129,strict,4/13/2017,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,,593,802
9445,24062943,Hipodromo,Apartment,Entire home/apt,6,1,2,3,1893,500,2,5,37,moderate,7/22/2015,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,,2393,1433
9447,24066838,Pedro Maria Anaya,Apartment,Entire home/apt,5,2,2,3,1281,600,70,0,4,flexible,3/29/2018,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,,1881,452
9448,24066953,Condesa,House,Private room,2,1,1,1,478,0,1,30,36,flexible,12/17/2017,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,,478,554
9449,24078341,Napoles,Apartment,Private room,2,1,1,1,363,0,2,28,1,flexible,10/19/2015,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,,363,1344
9450,24079180,Del Valle,Apartment,Private room,2,1,1,1,459,0,2,0,37,flexible,1/6/2017,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,,459,899
9453,24083058,Escandon,Apartment,Private room,1,1,1,1,401,0,1,29,0,flexible,3/29/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,401,452
9454,24084641,San Pedro De Los Pinos,Apartment,Entire home/apt,6,2,2,3,994,99,3,3,7,strict,8/3/2016,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,,1093,1055
9455,24085860,Roma Sur,Apartment,Private room,2,2,1,1,1606,0,1,16,0,flexible,10/11/2016,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,,1606,986
9458,24097073,Polanco,Apartment,Entire home/apt,4,2,2,2,2007,390,1,10,62,strict,10/22/2015,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,,2397,1341
9459,24097519,Asturias,Apartment,Private room,2,1,1,1,249,0,1,30,12,flexible,11/8/2017,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,,249,593
9460,24098283,Doctores,Apartment,Entire home/apt,6,1,2,2,765,300,1,9,105,strict,3/30/2018,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,,1065,451
9462,24102158,Centro Historico,Apartment,Entire home/apt,3,1,1,1,860,306,1,0,5,strict,8/27/2015,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,,1166,1397
9463,24106244,San Simon Ticumac,House,Private room,1,1.5,1,1,249,100,1,0,0,flexible,8/28/2016,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,,349,1030
