Consecutivo,id,neighbourhood_b,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,cleaning_fee,minimum_nights,availability_30,number_of_reviews,cancellation_policy,host_since,24-hour check-in,Air conditioning/central air conditioning,Amazon Echo/Apple TV/DVD player/game console/Netflix/projector and screen/smart TV (i.e. non-basic electronics),BBQ grill/fire pit/propane barbeque,Balcony/patio or balcony,Beach view/beachfront/lake access/mountain view/ski-in ski-out/waterfront (i.e. great location/views),Breakfast,Cable TV/TV,Coffee maker/espresso machine,Cooking basics,Dishwasher/Dryer/Washer/Washer and dryer,Elevator,Exercise equipment/gym/private gym/shared gym,"Family/kid friendly, or anything containing 'children'",Free parking on premises/free street parking/outdoor parking/paid parking off premises/paid parking on premises,Garden or backyard/outdoor seating/sun loungers/terrace,Host greets you,Hot tub/jetted tub/private hot tub/sauna/shared hot tub/pool/private pool/shared pool,Internet/pocket wifi/wifi,Long_term_stays_allowed,Pets allowed/cat(s)/dog(s)/pets live on this property/other pet(s),Private_entrance,Self_check-in,Smoking_allowed,"Step-free access/wheelchair accessible, or anything containing 'accessible'",Suitable_for_events,Unnamed: 27,total_paid_amount,host_days_active
148,844818,Ciudad de Los Deportes,Apartment,Private room,1,1,1,1,421,0,1,30,6,moderate,12/15/2012,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,,421,2382
149,858277,Condesa,Apartment,Entire home/apt,6,2,3,4,2500,765,3,23,124,strict,8/8/2012,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,4168,2511
150,859081,Del Valle,Apartment,Entire home/apt,2,1,1,1,765,0,1,4,1,moderate,8/13/2012,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,765,2506
151,864999,Coyoacan,Hotel,Private room,2,1,1,1,860,0,3,27,7,moderate,10/27/2012,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,,860,2431
152,865012,Cuauhtemoc,Apartment,Entire home/apt,2,1,1,1,1051,0,4,13,26,moderate,10/12/2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,,1051,2446
153,865017,Coyoacan,Hotel,Private room,2,1,1,1,956,0,3,30,3,moderate,10/27/2012,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,956,2431
154,868843,Cuauhtemoc,Apartment,Entire home/apt,2,1,1,1,956,0,4,24,18,moderate,10/12/2012,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,,956,2446
155,868986,Cuauhtemoc,Apartment,Entire home/apt,2,1,1,1,956,0,4,12,10,moderate,10/12/2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,,956,2446
156,869063,Cuauhtemoc,Apartment,Entire home/apt,2,1,1,1,956,0,3,17,7,moderate,10/12/2012,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,,956,2446
157,883511,Guerrero,House,Private room,16,5.5,10,16,363,0,1,7,166,strict,10/6/2012,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,,363,2452
158,896522,Centro Historico,Apartment,Entire home/apt,2,1,1,1,1051,287,2,7,166,moderate,1/9/2013,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,,1338,2357
160,913084,San Rafael,Apartment,Entire home/apt,2,1,1,2,344,0,1,0,107,flexible,1/9/2013,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,,344,2357
162,935443,Alamos,Apartment,Private room,2,1,1,2,210,300,3,30,0,moderate,9/11/2012,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,510,2477
163,939721,Roma Norte,Apartment,Entire home/apt,3,1,1,2,1625,287,3,6,359,strict,1/23/2013,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,,1912,2343
164,940123,Centro Historico,Apartment,Entire home/apt,2,1,1,1,1243,478,2,7,266,moderate,8/16/2012,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,,1721,2503
165,958470,Del Valle,Apartment,Shared room,2,1,1,2,2500,0,1,30,0,flexible,2/24/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,,24298,2311
168,983282,Roma Sur,Apartment,Private room,2,1.5,1,1,612,0,1,30,24,moderate,8/20/2012,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,,612,2499
169,997247,Roma Norte,Apartment,Entire home/apt,4,1,2,2,1759,250,2,0,301,strict,3/15/2013,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,,2009,2292
170,1001517,Coyoacan,House,Entire home/apt,6,2.5,2,2,2275,400,2,11,63,strict,3/17/2013,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,,2675,2290
171,1007174,Tabacalera,House,Private room,2,1,1,2,765,382,2,30,9,moderate,3/19/2013,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,1147,2288
172,1011428,Campestre,House,Entire home/apt,6,3.5,3,4,2500,0,7,30,12,moderate,3/3/2013,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,,5926,2304
173,1013504,Florida,House,Private room,1,1.5,1,1,306,478,2,0,38,moderate,1/28/2012,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,,784,2704
174,1019309,Polanco,House,Entire home/apt,4,2,2,2,994,400,5,23,53,flexible,8/3/2012,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,,1394,2516
175,1022380,Centro Historico,Apartment,Entire home/apt,4,1,1,1,1778,478,3,26,257,moderate,8/16/2012,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,,2256,2503
176,1051636,Hipodromo,Apartment,Private room,2,1,1,2,746,574,2,29,23,strict,2/25/2012,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,1320,2676
177,1056473,Condesa,Apartment,Entire home/apt,4,2.5,2,2,2485,765,3,12,130,moderate,2/21/2011,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,,3250,3045
178,1066945,Coyoacan,Apartment,Private room,2,1,1,1,726,0,2,25,143,strict,4/10/2013,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,,726,2266
179,1074844,Cuauhtemoc,Apartment,Entire home/apt,7,2.5,3,3,1816,478,1,16,186,strict,10/13/2011,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,2294,2811
182,1107463,Condesa,House,Private room,2,1,1,1,803,229,1,3,167,moderate,7/5/2010,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,1032,3276
184,1110514,Condesa,House,Private room,2,1,1,1,669,229,1,3,167,moderate,7/5/2010,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,,898,3276
185,1118385,San Diego Churubusco,Apartment,Private room,1,1,1,1,497,0,1,27,86,moderate,4/28/2013,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,497,2248
186,1125048,Del Valle,Apartment,Private room,2,1,1,1,1912,0,2,30,0,flexible,5/1/2013,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1912,2245
187,1129318,Escandon,House,Entire home/apt,2,1,1,1,574,191,5,17,26,moderate,4/18/2011,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,,765,2989
188,1130658,Acacias,Apartment,Entire home/apt,3,1,2,3,803,500,2,13,10,moderate,5/2/2013,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1303,2244
189,1135302,Acacias,Apartment,Private room,3,1,1,1,344,150,3,14,7,moderate,5/2/2013,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,494,2244
192,1164876,Coyoacan,House,Entire home/apt,6,3.5,3,3,2500,3823,10,23,6,strict,8/24/2010,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,,7876,3226
193,1167552,Roma Norte,House,Private room,2,1.5,1,2,631,191,2,9,84,flexible,5/14/2013,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,822,2232
194,1170780,San Pedro De Los Pinos,Apartment,Private room,2,1,1,1,401,0,3,0,17,moderate,5/15/2013,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,,401,2231
195,1187817,Hipodromo,Apartment,Entire home/apt,3,1,1,1,803,300,180,29,50,strict,12/4/2012,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,,1103,2393
196,1194064,Cuauhtemoc,Apartment,Private room,2,4,1,1,554,0,6,0,20,moderate,5/20/2013,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,,554,2226
197,1208312,Hipodromo,Apartment,Private room,2,1,1,1,975,400,2,28,0,flexible,5/27/2013,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,,1375,2219
198,1211383,Coyoacan,House,Private room,2,1,1,1,746,956,5,29,19,strict,8/24/2010,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,1702,3226
199,1221050,Condesa,House,Private room,2,1,1,1,516,191,1,3,148,moderate,7/5/2010,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,,707,3276
200,1226234,Polanco,Apartment,Entire home/apt,4,1.5,2,2,2294,574,3,0,21,moderate,6/1/2013,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,,2868,2214
201,1226754,Hipodromo,Apartment,Entire home/apt,6,1,2,3,784,421,2,20,0,strict,3/1/2013,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,1205,2306
202,1233187,Coyoacan,Apartment,Private room,1,1,1,1,325,0,1,0,2,flexible,11/6/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,325,2421
203,1235898,Coyoacan,Apartment,Private room,1,1,1,1,210,0,1,24,11,moderate,6/4/2013,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,,210,2211
204,1248431,Coyoacan,Apartment,Private room,2,1,1,1,994,0,7,30,0,strict,6/8/2013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,994,2207
205,1270149,Escandon,House,Entire home/apt,2,1,1,1,822,249,3,10,14,moderate,4/18/2011,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,,1071,2989
206,1270265,Escandon,House,Entire home/apt,2,1,1,1,937,249,3,10,15,moderate,4/18/2011,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,,1186,2989
207,1271287,Condesa,House,Private room,2,1,1,1,421,191,1,3,159,moderate,7/5/2010,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,,612,3276
208,1282063,Centro Historico,Apartment,Private room,2,1,1,1,382,96,2,0,28,moderate,8/29/2009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,478,3586
209,1283294,Zona Rosa,Apartment,Entire home/apt,4,1,1,2,1721,554,3,24,92,strict,4/3/2013,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,,2275,2273
210,1286695,Anzures,Apartment,Entire home/apt,2,1,1,1,1051,478,5,7,15,moderate,6/19/2013,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,,1529,2196
211,1288566,Polanco,Apartment,Entire home/apt,2,1.5,1,1,2500,994,4,26,24,moderate,4/27/2011,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,,4550,2980
213,1323378,Del Valle,Apartment,Entire home/apt,3,2,2,2,746,400,2,0,6,moderate,3/22/2012,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,,1146,2650
214,1324525,Del Valle,Apartment,Private room,2,1,1,1,497,0,1,28,3,moderate,6/30/2013,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,497,2185
215,1335688,Campestre,House,Private room,4,2,2,3,593,0,2,1,33,flexible,7/2/2013,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,593,2183
216,1337735,Polanco,Apartment,Entire home/apt,4,1,2,2,1816,382,6,23,44,moderate,6/6/2013,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,2198,2209
217,1344188,Napoles,Apartment,Private room,3,1.5,1,1,593,400,3,17,189,moderate,7/3/2013,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,,993,2182
219,1363110,San Pedro De Los Pinos,Apartment,Private room,2,1,1,1,401,0,3,0,26,moderate,5/15/2013,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,,401,2231
220,1378164,Alamos,Apartment,Entire home/apt,2,1,1,1,249,0,2,3,19,flexible,5/29/2012,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,,249,2582
221,1380783,Polanco,Apartment,Private room,3,1,1,2,1625,191,2,30,116,moderate,7/14/2013,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,,1816,2171
222,1391370,Polanco,Apartment,Private room,1,1,1,1,191,0,2,0,4,strict,5/1/2012,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,,191,2610
223,1392308,Centro Historico,House,Entire home/apt,5,2,2,3,1510,535,3,9,43,strict,7/8/2012,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,,2045,2542
224,1403168,Escandon,Apartment,Private room,2,2,1,1,612,217,2,23,0,strict,7/18/2013,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,829,2167
225,1403218,Guerrero,House,Entire home/apt,16,5.5,10,16,2500,0,1,4,125,strict,10/6/2012,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,,3231,2452
227,1411454,Roma Norte,Apartment,Entire home/apt,2,1,1,1,1396,400,3,21,226,strict,7/20/2013,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,,1796,2165
228,1428423,Del Valle,Apartment,Private room,2,1.5,1,1,1071,0,1,30,0,flexible,7/23/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1071,2162
229,1429120,Acacias,Apartment,Private room,1,1,1,1,306,100,3,14,20,moderate,5/2/2013,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,406,2244
230,1433624,San Miguel Chapultepec,Apartment,Private room,2,1,1,1,421,150,2,24,27,strict,5/24/2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,571,2222
231,1441365,Juarez,Apartment,Entire home/apt,4,2,2,2,1434,669,3,4,68,strict,7/26/2013,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,,2103,2159
232,1441434,Zona Rosa,House,Entire home/apt,2,1.5,1,1,1625,574,2,22,189,moderate,7/26/2013,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,,2199,2159
234,1460613,Centro Historico,Apartment,Entire home/apt,4,1,1,2,1243,478,1,14,225,moderate,8/16/2012,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,,1721,2503
235,1460721,Polanco,Apartment,Entire home/apt,6,1,2,3,2294,956,2,9,67,moderate,9/25/2012,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,,3250,2463
236,1462549,Anzures,Apartment,Entire home/apt,2,2,1,2,1491,0,7,2,35,moderate,7/31/2013,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,,1491,2154
237,1467388,Condesa,House,Private room,2,1,1,1,440,191,1,3,42,moderate,7/5/2010,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,,631,3276
238,1472327,Cuauhtemoc,Apartment,Entire home/apt,6,2,2,4,2390,765,1,25,106,strict,8/1/2013,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,,3155,2153
239,1476127,Del Valle,Apartment,Private room,2,1,1,1,574,0,1,10,136,moderate,8/2/2013,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,,574,2152
240,1483498,Condesa,Apartment,Entire home/apt,4,1.5,2,2,1051,382,2,23,153,strict,8/4/2013,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,,1433,2150
242,1511307,Tabacalera,Apartment,Entire home/apt,5,2,2,3,2179,478,2,17,259,strict,7/14/2013,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,,2657,2171
243,1514815,Roma Norte,Hotel,Private room,2,1,1,1,956,0,1,30,12,flexible,8/10/2013,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,,956,2144
244,1526333,Coyoacan,House,Private room,2,1,1,1,554,150,2,1,99,strict,3/17/2013,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,704,2290
245,1544767,Coyoacan,Apartment,Entire home/apt,2,1,1,1,765,0,1,0,2,strict,11/6/2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,765,2421
246,1547284,Tlacoquemecatl,Apartment,Entire home/apt,4,2,2,2,784,391,2,23,36,strict,3/6/2013,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,,1175,2301
247,1555819,Roma Norte,Apartment,Entire home/apt,3,1,1,1,1606,400,3,7,210,strict,8/20/2013,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,,2006,2134
248,1565220,Campestre,Hotel,Private room,2,1,1,1,2500,0,1,0,23,moderate,6/1/2012,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,,3001,2579
249,1573976,Escandon,House,Entire home/apt,2,1,1,1,612,229,5,23,39,moderate,4/18/2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,,841,2989
250,1589621,Juarez,Apartment,Private room,2,1,1,1,421,135,2,22,97,strict,7/5/2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,556,2180
251,1598615,Escandon,House,Entire home/apt,11,4,4,7,1893,1243,3,10,52,strict,4/18/2011,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,,3136,2989
252,1599474,Polanco,Apartment,Private room,2,2,1,1,918,382,1,0,21,strict,8/12/2013,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,,1300,2142
253,1601521,Roma Norte,Hotel,Private room,2,1,1,1,1243,191,1,24,121,strict,10/13/2011,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,1434,2811
254,1624047,Juarez,Apartment,Entire home/apt,4,1.5,1,2,1338,956,1,30,7,flexible,6/17/2011,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,,2294,2929
255,1627630,Hipodromo,Apartment,Entire home/apt,3,1,1,2,1606,400,3,6,193,strict,8/20/2013,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,2006,2134
256,1644188,Polanco,Apartment,Entire home/apt,3,2,2,2,2390,765,2,30,11,strict,9/8/2013,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,3155,2115
257,1652256,Coyoacan,Apartment,Entire home/apt,2,1,1,2,650,300,3,20,46,moderate,11/8/2012,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,,950,2419
258,1662282,Roma Norte,Apartment,Entire home/apt,4,2,2,3,1529,478,6,28,45,strict,12/11/2012,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,,2007,2386
259,1664823,Narvarte,Apartment,Entire home/apt,4,1,2,3,765,382,2,15,56,flexible,9/13/2013,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,,1147,2110
260,1676923,Roma Norte,Apartment,Entire home/apt,3,1,1,2,1873,0,2,6,164,strict,3/19/2012,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,,1873,2653
261,1686868,Hipodromo,Apartment,Entire home/apt,5,2,1,2,1701,382,1,25,145,moderate,12/1/2011,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,,2083,2762
262,1689161,Condesa,Apartment,Entire home/apt,3,1,1,2,1453,478,3,5,90,moderate,9/16/2013,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,,1931,2107
263,1721830,Del Valle,Apartment,Entire home/apt,4,1,2,3,707,500,2,20,88,moderate,4/15/2013,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,,1207,2261
264,1727725,Campestre,Hotel,Private room,2,1,1,1,2500,0,1,0,29,moderate,6/1/2012,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,,2600,2579
267,1768385,Centro Historico,House,Entire home/apt,6,2,2,3,1338,574,1,0,146,strict,8/22/2011,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,,1912,2863
268,1780789,Hipodromo,Apartment,Private room,2,2,1,1,612,382,3,0,16,moderate,12/29/2012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,994,2368
269,1782728,Cuauhtemoc,Apartment,Entire home/apt,2,1,1,1,784,350,3,7,0,flexible,10/7/2013,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,,1134,2086
270,1786411,Roma Norte,Hotel,Private room,2,1,1,1,1243,191,1,14,145,strict,10/13/2011,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,1434,2811
271,1797749,Roma Norte,Apartment,Entire home/apt,6,1,2,3,1740,261,3,29,68,moderate,12/12/2011,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,,2001,2751
272,1826212,Del Valle,Apartment,Entire home/apt,4,2,2,3,898,0,3,16,74,flexible,10/21/2013,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,,898,2072
273,1839211,Roma Norte,Hotel,Private room,2,1,1,1,1128,191,1,16,222,strict,10/13/2011,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,1319,2811
275,1847642,Coyoacan,House,Private room,4,1.5,1,2,229,0,1,10,90,flexible,10/26/2013,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,,229,2067
276,1850394,Juarez,Apartment,Entire home/apt,6,2,2,4,1912,669,2,1,225,moderate,10/27/2013,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,,2581,2066
277,1877286,Juarez,Apartment,Entire home/apt,2,1,1,1,2007,554,3,20,69,moderate,4/3/2013,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,,2561,2273
278,1890998,Roma Norte,Apartment,Entire home/apt,3,1,1,1,1873,0,3,16,213,strict,8/20/2012,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,,1873,2499
279,1901884,Napoles,Apartment,Private room,2,1,1,1,478,300,6,28,29,flexible,3/13/2012,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,,778,2659
280,1905663,Roma Sur,House,Entire home/apt,3,2,2,2,956,0,1,0,1,flexible,11/8/2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,956,2054
281,1906586,Roma Norte,Hotel,Private room,2,1,1,1,1147,0,1,30,3,flexible,8/10/2013,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,,1147,2144
282,1919273,Roma Norte,Apartment,Private room,2,1,1,1,401,0,2,10,73,moderate,11/11/2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,401,2051
283,1919310,Roma Norte,Apartment,Private room,2,1,1,1,382,0,2,22,130,moderate,11/11/2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,382,2051
284,1919438,Roma Norte,Apartment,Entire home/apt,4,1,1,2,1816,478,3,24,160,strict,9/6/2012,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,,2294,2482
